9947775,3.064726018919828E-5,0.003285305797822047
9917141,0.0045846849388959665,1.4089042934761764E-5
9619945,0.05845361628890644,2.3109573493718116E-6
9193910,0.29922066983132933,1.876993198646204E-7
7684198,1.5258180052768466E-8,0.020832026535586357
7578170,0.0016678136524543863,2.5594392691452583E-5
7550625,0.02568433360134703,3.980101646372525E-6
7534503,0.20299786222131844,2.114459430657689E-6
7483512,4.6493902031485845E-5,0.0031445660959825705
6940729,0.0014019178401448729,4.0962027482716046E-5
5283242,0.0017134964954096388,1.9511508377423326E-5
4064116,0.2037925557859962,3.2719124287705625E-7
3699648,8.819722736919111E-6,0.003974815358348871
3576131,0.8429020794225456,2.7910464384106604E-8
2668389,0.0068552235910347425,1.2072791998551935E-5
2280300,7.876047502541894E-5,7.37505983742559E-4
789004,1.5787622098262233E-4,1.6406505380528458E-4
519829,8.924019079259438E-9,0.745373900872248
